match,group,is_participating,start,end,content
12,0,yes,56528,59463,"12
FAMILY  Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Craterellus atrocinereus  D. Arora & J.L. Frank^ in Frank, Index Fungorum 249: 1. 2015
ENGLISH NAME(S)  
NOTES  Features of Craterellus atrocinereus are 1) funnel shape to vase shape but not tubular shape, 2) black color when moist, aging or drying dark grayish brown, 3) upper surface dry, smooth or minutely scaly, 4) underside with foldlike gills, and 5) fruiting in mixed woods and under oaks.^ RANGE Craterellus atrocinereus is known from California and Oregon; it is not common. 
CHEMICAL REACTIONS  
CAP  2-6cm across, fruitbody, 3-8cm high, ""cantharelloid in stature""; ""upper or inner surface black or nearly so when moist, fading somewhat (browner) as it dries, often somewhat wavy""^, (Frank), 1.5-5cm across, 3-12cm high, fruiting body more or less funnel-shaped or vase-shaped but not tubular, cap ""shallowly to deeply depressed"", margin ""usually wavy, lobed, or torn""; black when moist becoming dark grayish brown when old or as it dries out; surface ""smooth or minutely scaly-scurfy"", not viscid, (Arora)
FLESH  tough; colored like the cap or slightly paler^, (Frank), ""thin, tough, colored more or less like cap"", (Arora)
UNDERSIDE  underside (spore-bearing surface) with distinct thick, blunt-edged anastomosing folds or 'gills'; ""gray to blue-gray when fresh""^, (Frank), ""with thick, well-spaced, shallow, blunt, foldlike gills which fork frequently near the cap margin and/ or have cross-veins""; bluish black becoming bluish gray to gray, ""or paler from spore dust"", (Arora)
STEM  1-5cm long, up to 1cm thick, equal, solid; colored like the cap^, (Frank), 2-8cm x 0.4-1.3cm, nearly equal or narrowing downward, ""central or off-center, tough, hollow except at base""; colored like the cap or the underside, (Arora)
ODOR  
TASTE  mild^ (Frank)
EDIBILITY  yes (Arora, as Craterellus cinereus)
HABITAT  scattered or in small groups ""on ground under hardwoods"", especially Quercus (oak), but also with Notholithocarpus (Tanoak)^, (Frank), single to scattered or in groups or clusters ""in mixed woods and under oaks"", may fruit in the company of Craterellus calicornucopioides, or a few days before it, (Arora for his neighborhood in California, as Craterellus cinereus)
SPORE DEPOSIT  whitish^ (Arora)
MICROSCOPIC  spores 8-10 x 4.5-6 microns, broadly elliptic to nearly round, smooth, inamyloid^; hymenial cystidia not seen, (Frank), spores 8-11 x 5-6 microns, elliptic, smooth, (Arora)
NAME ORIGIN  ""atro-"" from the Latin ""ater"" meaning ""dark""; ""-cinereus"", meaning ""gray"", referring to the European species Craterellus cinereus, which it resembles^, (Frank)
SIMILAR  Craterellus calicornucopioides is commoner, is tubiform when young, and lacks the prominently folded hymenium (Frank). C. calicornucopioides is more brown in dry weather (Arora).
SOURCES  Frank(7), Arora(1)* (as Craterellus cinereus), Siegel(2)*
"
12,1,yes,56528,56531,12

12,2,yes,56531,56537,FAMILY
12,3,yes,56538,56621," Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
"
12,4,yes,56621,56634,LATIN NAME(S)
12,5,yes,56635,56723," Craterellus atrocinereus  D. Arora & J.L. Frank^ in Frank, Index Fungorum 249: 1. 2015
"
12,6,yes,56723,56738,ENGLISH NAME(S)
12,7,yes,56739,56741, 

12,8,yes,56741,56746,NOTES
12,9,yes,56747,57122," Features of Craterellus atrocinereus are 1) funnel shape to vase shape but not tubular shape, 2) black color when moist, aging or drying dark grayish brown, 3) upper surface dry, smooth or minutely scaly, 4) underside with foldlike gills, and 5) fruiting in mixed woods and under oaks.^ RANGE Craterellus atrocinereus is known from California and Oregon; it is not common. 
"
12,10,yes,57122,57140,CHEMICAL REACTIONS
12,11,yes,57141,57143, 

12,12,yes,57143,57146,CAP
12,13,yes,57147,57654," 2-6cm across, fruitbody, 3-8cm high, ""cantharelloid in stature""; ""upper or inner surface black or nearly so when moist, fading somewhat (browner) as it dries, often somewhat wavy""^, (Frank), 1.5-5cm across, 3-12cm high, fruiting body more or less funnel-shaped or vase-shaped but not tubular, cap ""shallowly to deeply depressed"", margin ""usually wavy, lobed, or torn""; black when moist becoming dark grayish brown when old or as it dries out; surface ""smooth or minutely scaly-scurfy"", not viscid, (Arora)
"
12,14,yes,57654,57659,FLESH
12,15,yes,57660,57772," tough; colored like the cap or slightly paler^, (Frank), ""thin, tough, colored more or less like cap"", (Arora)
"
12,16,yes,57772,57781,UNDERSIDE
12,17,yes,57782,58128," underside (spore-bearing surface) with distinct thick, blunt-edged anastomosing folds or 'gills'; ""gray to blue-gray when fresh""^, (Frank), ""with thick, well-spaced, shallow, blunt, foldlike gills which fork frequently near the cap margin and/ or have cross-veins""; bluish black becoming bluish gray to gray, ""or paler from spore dust"", (Arora)
"
12,18,yes,58128,58132,STEM
12,19,no,-1,-1,
12,20,no,-1,-1,
12,21,yes,58133,58366," 1-5cm long, up to 1cm thick, equal, solid; colored like the cap^, (Frank), 2-8cm x 0.4-1.3cm, nearly equal or narrowing downward, ""central or off-center, tough, hollow except at base""; colored like the cap or the underside, (Arora)
"
12,22,yes,58366,58370,ODOR
12,23,yes,58371,58373, 

12,24,yes,58373,58378,TASTE
12,25,yes,58379,58394, mild^ (Frank)

12,26,yes,58394,58403,EDIBILITY
12,27,yes,58403,58442,"  yes (Arora, as Craterellus cinereus)
"
12,28,yes,58442,58449,HABITAT
12,29,yes,58450,58817," scattered or in small groups ""on ground under hardwoods"", especially Quercus (oak), but also with Notholithocarpus (Tanoak)^, (Frank), single to scattered or in groups or clusters ""in mixed woods and under oaks"", may fruit in the company of Craterellus calicornucopioides, or a few days before it, (Arora for his neighborhood in California, as Craterellus cinereus)
"
12,30,yes,58817,58830,SPORE DEPOSIT
12,31,yes,58830,58849,  whitish^ (Arora)

12,32,yes,58849,58860,MICROSCOPIC
12,33,yes,58861,59035," spores 8-10 x 4.5-6 microns, broadly elliptic to nearly round, smooth, inamyloid^; hymenial cystidia not seen, (Frank), spores 8-11 x 5-6 microns, elliptic, smooth, (Arora)
"
12,34,yes,59035,59046,NAME ORIGIN
12,35,yes,59047,59208," ""atro-"" from the Latin ""ater"" meaning ""dark""; ""-cinereus"", meaning ""gray"", referring to the European species Craterellus cinereus, which it resembles^, (Frank)
"
12,36,yes,59208,59215,SIMILAR
12,37,yes,59216,59396," Craterellus calicornucopioides is commoner, is tubiform when young, and lacks the prominently folded hymenium (Frank). C. calicornucopioides is more brown in dry weather (Arora).
"
12,38,yes,59396,59403,SOURCES
12,39,yes,59403,59463,"  Frank(7), Arora(1)* (as Craterellus cinereus), Siegel(2)*
"
13,0,yes,59463,65969,"13
FAMILY  Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Craterellus calicornucopioides  Arora & J. L. Frank^  in D. Arora & J. L. Frank, sp. nov.;  Craterellus cornucopioides  (L.: Fr.) Pers.  sensu auct. (misapplied name)
ENGLISH NAME(S)  horn-of-plenty, fairy's loving cup, trumpet-of-death, black chanterelle, angel of death, black trumpet
NOTES  Also listed in Gilled category. This is not a true gilled species but may have radiating decurrent wrinkles on underside of cap. Features include 1) a dry, funnel-shaped cap that is grayish-black to very dark brown or black when moist but paler when dry, 2) a smooth or slightly wrinkled underside, and 3) a stem continuous with the cap, and 4) a whitish to buff or pale yellow spore deposit.^ Craterellus calicornucopioides ""has long passed under the name C. cornucopioides, which it closely resembles, but ITS rDNA sequence data separate C. calicornucopioides from the European C. cornucopioides by >3%"", (Frank), Craterellus fallax A.H. Sm. 1968 and Craterellus konradii Bourdot & Maire, were considered synonyms of Craterellus cornucopioides by Dahlman and others (2000) before the description of the American taxon C. calicocornucopioides. C. konradii was the name previously given to the yellow form, (Pilz). RANGE Craterellus cornucopioides has been reported from BC (deposited at the Pacific Forestry Center). It is relatively common in eastern North America, abundant on the central to northern CA coast, and uncommon north of southern OR, (Pilz). It has been found near Olympia WA, (M. Beug, pers. comm.). These collections may represent Craterellus calicornucopioides but molecular testing has not been done. The description of the latter says it is abundant in northern California within the range of tanoak, ""extending south to central California and north at least to Washington"". Collections examined for the  initial description of the species were from CA and OR.
CHEMICAL REACTIONS  
CAP  3-11cm across, fruitbody 5-15(20)cm tall, ""tubiform becoming infundibuliform""; upper or inner surface ""black or nearly black when moist"", fading to brown or grayish brown ""in dry weather and often becoming somewhat scaly as it ages""^, (Frank), 2-8(10)cm across, 3-14cm high, tubular becoming trumpet-shaped or funnel-shaped, margin at first downcurved, then spreading to become wavy, split or lacerated; grayish black to very dark brown or black when moist, paler (brown to grayish brown) when dry, one form may develop yellowish margin or yellowish blotches; ""not viscid, usually minutely scaly or scurfy"", (Arora), up to 6cm across, trumpet-shaped to funnel-shaped; ""sometimes yellow, brown, or gray, but typically very dark brown to black""; inner top surface slightly felt-like, (Pilz)
FLESH  thin, colored more or less like the cap (can be darker or paler)^, (Frank), thin, brittle but tough; colored as cap or paler, (Arora), relatively thin and tough (Pilz)
UNDERSIDE  underside ""gray to slightly blue-gray when young and fresh, often dusted buff or paler as the spores mature""; ""smooth or slightly wrinkled"" but without sharply defined folds or gills^,  (Frank), underside smooth to uneven or with slight decurrent wrinkles; colored as cap but usually paler or grayer, becoming colored by spores, (Arora), slightly wrinkled, not ridged; ""ash-gray, brownish, salmon or rose-tinged, rarely yellow"", (Pilz)
STEM  tough, flexible, ""typically hollow with a solid base, often somewhat rooting"", colored like the cap or darker in dry weather^, (Frank), 1-5cm x 0.5-1(1.5)cm, central or off-center, continuous with cap, narrowing downwards, hollow, often twisted, colored like cap or spore-bearing surface on underside of cap, (Arora), gray, brown, or black, (Pilz)
ODOR  pleasant^ (Arora, Pilz)
TASTE  mild^ (Frank), mild when raw (Pilz)
EDIBILITY  flavor superb (Arora)
HABITAT  scattered or cespitose (tufted) ""on ground or very rotten wood in hardwood forests, fruiting mainly in the winter and spring with Neolithocarpus (tanoak), but also with Quercus, Arctostaphylos, Vaccinium, Arbutus, etc.""; in Washington ""it grows rarely with Quercus, Vaccinium, and/or Pseudotsuga""^, (Frank), scattered or in groups or close clusters often arising from a common base in humus or soil, under conifers or hardwoods; beginning in late fall in southern Oregon and continuing on into early winter and late spring in California, (Pilz), June to early winter in Europe (Bacon), spring, summer, fall, winter
SPORE DEPOSIT  whitish to buff or pale yellow^, (Arora), yellow / salmon for what has been known as C. fallax, white for C. cornucopioides when distinguished from it, (Pilz)
MICROSCOPIC  spores11-14 x 8-10 microns, oval or broadly elliptic, smooth, inamyloid^; hymenial cystidia not seen; clamp connections present, (Frank), spores (7)11-15(20) x (5)7-11 microns, nearly round to elliptic, smooth, colorless; clamp connections absent, (Pilz), spores 8-11 x 5-7 microns, elliptic, smooth, (Arora who lists C. fallax separately)
NAME ORIGIN  ""cali-"" is a nickname for California, and also Greek for ""beautiful"", (Frank), ""-cornucopioides"" refers to the European species Craterellus cornucopioides; 'cornucopioides' means 'like a horn of plenty'
SIMILAR  Polyozellus multiplex is dark blue to gray violet instead of brown or black, and is never hollow, (Pilz). Craterellus fallax has been distinguished in the past as a separate species: it is found in eastern North America and California and is virtually the same but has a salmon-tinted underside when old from salmon or ocher-yellow spores which are longer (11-18 x 7-11 microns) under the microscope. Craterellus atrocinereus has well-formed, forked, gill-like ridges and is not tubiform when young. Craterellus sinuosus [considered a synonym of Craterellus undulatus] is widely distributed in North America and reported from California but rare and has a gray to dark grayish brown cap, slightly larger spores than C. atrocinereus, and a veined or copiously wrinkled underside that is grayish acquiring a yellowish or ocher tinge as spores mature, (Arora). Craterellus foetidus, an eastern species, has a sickeningly sweet odor, a veined undersurface, and a thick stem (1-3cm at the top), (Arora).
SOURCES  Frank(7), Pilz(1) (as Craterellus cornucopioides), Arora(1)* (as Craterellus cornucopioides), Redhead(5) (as Craterellus cornucopioides), AroraPocket* (as Craterellus cornucopioides), Desjardin(6)* (as Craterellus cornucopioides), Siegel(2)*
"
13,1,yes,59463,59466,13

13,2,yes,59466,59472,FAMILY
13,3,yes,59473,59556," Cantharellaceae, Order Cantharellales, Class Agaricomycetes, Phylum Basidiomycota
"
13,4,yes,59556,59569,LATIN NAME(S)
13,5,yes,59570,59738," Craterellus calicornucopioides  Arora & J. L. Frank^  in D. Arora & J. L. Frank, sp. nov.;  Craterellus cornucopioides  (L.: Fr.) Pers.  sensu auct. (misapplied name)
"
13,6,yes,59738,59753,ENGLISH NAME(S)
13,7,yes,59754,59858," horn-of-plenty, fairy's loving cup, trumpet-of-death, black chanterelle, angel of death, black trumpet
"
13,8,yes,59858,59863,NOTES
13,9,yes,59864,61446," Also listed in Gilled category. This is not a true gilled species but may have radiating decurrent wrinkles on underside of cap. Features include 1) a dry, funnel-shaped cap that is grayish-black to very dark brown or black when moist but paler when dry, 2) a smooth or slightly wrinkled underside, and 3) a stem continuous with the cap, and 4) a whitish to buff or pale yellow spore deposit.^ Craterellus calicornucopioides ""has long passed under the name C. cornucopioides, which it closely resembles, but ITS rDNA sequence data separate C. calicornucopioides from the European C. cornucopioides by >3%"", (Frank), Craterellus fallax A.H. Sm. 1968 and Craterellus konradii Bourdot & Maire, were considered synonyms of Craterellus cornucopioides by Dahlman and others (2000) before the description of the American taxon C. calicocornucopioides. C. konradii was the name previously given to the yellow form, (Pilz). RANGE Craterellus cornucopioides has been reported from BC (deposited at the Pacific Forestry Center). It is relatively common in eastern North America, abundant on the central to northern CA coast, and uncommon north of southern OR, (Pilz). It has been found near Olympia WA, (M. Beug, pers. comm.). These collections may represent Craterellus calicornucopioides but molecular testing has not been done. The description of the latter says it is abundant in northern California within the range of tanoak, ""extending south to central California and north at least to Washington"". Collections examined for the  initial description of the species were from CA and OR.
"
13,10,yes,61446,61464,CHEMICAL REACTIONS
13,11,yes,61465,61467, 

13,12,yes,61467,61470,CAP
13,13,yes,61471,62261," 3-11cm across, fruitbody 5-15(20)cm tall, ""tubiform becoming infundibuliform""; upper or inner surface ""black or nearly black when moist"", fading to brown or grayish brown ""in dry weather and often becoming somewhat scaly as it ages""^, (Frank), 2-8(10)cm across, 3-14cm high, tubular becoming trumpet-shaped or funnel-shaped, margin at first downcurved, then spreading to become wavy, split or lacerated; grayish black to very dark brown or black when moist, paler (brown to grayish brown) when dry, one form may develop yellowish margin or yellowish blotches; ""not viscid, usually minutely scaly or scurfy"", (Arora), up to 6cm across, trumpet-shaped to funnel-shaped; ""sometimes yellow, brown, or gray, but typically very dark brown to black""; inner top surface slightly felt-like, (Pilz)
"
